"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36"
"21" 4.20232e-10 4.63792e-10 5.59485e-10 1.48425e-10 2.22724e-11 2.06911e-10 6.4111e-10 9.20537e-10 -4.36078e-11 1.42674e-09 3.58449e-09 5.14537e-09 -6.80043e-10 9.58769e-09 5.89254e-08 6.54311e-09 8.90538e-09 -6.6666e-10 1.57225e-08 9.88483e-08 1.64106e-07 1.60964e-09 2.08046e-09 -2.23734e-10 4.53649e-09 2.648e-08 4.52533e-08 1.08549e-08 2.33908e-09 2.83239e-09 1.30147e-10 4.91075e-09 2.87966e-08 4.94872e-08 1.1952e-08 1.41723e-08
"22" 9.87382e-10 5.01317e-10 1.54671e-10 4.46729e-10 2.16267e-10 2.04907e-10 1.12002e-09 6.86253e-10 4.78708e-10 9.73748e-10 3.1406e-09 2.55494e-09 1.62489e-09 1.88422e-09 3.2796e-09 2.30076e-09 1.75679e-09 1.14618e-09 1.53795e-09 2.14902e-09 1.60964e-09 2.67558e-09 2.42663e-09 1.43628e-09 1.74605e-09 2.67868e-09 1.6714e-09 1.89343e-09 2.50727e-09 2.18474e-09 1.295e-09 1.67193e-09 2.74319e-09 1.89798e-09 2.00776e-09 2.10689e-09
"23" 7.17885e-10 1.05436e-09 7.62917e-11 4.23598e-10 6.83208e-10 2.67227e-10 8.03603e-10 1.67786e-09 5.05279e-10 6.67635e-10 2.56019e-09 8.88163e-09 1.79662e-09 9.55206e-10 -1.48064e-09 1.73413e-09 5.61246e-09 1.41423e-09 1.14404e-09 9.82245e-10 2.08046e-09 2.42663e-09 9.42552e-09 1.65048e-09 7.14647e-10 -1.97837e-09 9.21212e-10 -2.68929e-09 2.21387e-09 8.55715e-09 1.59113e-09 9.24292e-10 -1.26491e-09 1.25343e-09 -1.96774e-09 -1.30357e-09
"24" 4.33878e-10 3.31593e-10 9.28036e-11 1.81888e-09 1.10574e-10 2.84859e-09 6.82327e-10 4.82578e-10 3.21712e-09 1.06737e-09 1.47965e-09 1.63019e-09 1.80892e-08 1.65054e-09 3.93915e-09 8.81505e-10 1.15577e-09 1.15143e-08 1.29892e-09 7.16443e-10 -2.23734e-10 1.43628e-09 1.65048e-09 1.92162e-08 2.0064e-09 3.6629e-09 4.79137e-10 2.5157e-09 1.39657e-09 1.46661e-09 1.75153e-08 1.71131e-09 4.4977e-09 1.43306e-09 3.73094e-09 4.75268e-09
"25" 5.75788e-10 2.24525e-10 5.62177e-11 3.64945e-10 3.37285e-11 1.14223e-10 2.13615e-09 3.10224e-10 9.0129e-10 5.72651e-09 1.66028e-09 6.48791e-10 1.71315e-09 1.0727e-08 6.94423e-09 1.59882e-09 7.70436e-10 1.67448e-09 9.29855e-09 5.74541e-09 4.53649e-09 1.74605e-09 7.14647e-10 2.0064e-09 1.23754e-08 6.47737e-09 4.67024e-09 5.2098e-09 1.73136e-09 7.65603e-10 1.42896e-09 9.21999e-09 5.51619e-09 4.34337e-09 5.11151e-09 4.67803e-09
"26" 6.17276e-10 9.52633e-11 1.40864e-10 3.98626e-10 -1.32137e-10 4.88651e-10 9.45086e-10 6.85688e-11 3.05494e-10 1.85019e-09 6.96177e-09 -2.23879e-09 6.41891e-09 1.07307e-08 7.41318e-08 3.31699e-09 -7.49368e-10 1.08403e-09 6.8433e-09 4.09357e-08 2.648e-08 2.67868e-09 -1.97837e-09 3.6629e-09 6.47737e-09 5.26663e-08 2.72877e-08 2.71449e-08 2.71821e-09 -1.97956e-09 3.13663e-09 5.16602e-09 4.65647e-08 2.13864e-08 2.48653e-08 2.22745e-08
"27" 3.79593e-10 2.36839e-10 3.10834e-11 1.10733e-10 1.06739e-11 4.48501e-11 6.90807e-10 4.00525e-10 1.20016e-10 1.41049e-09 2.93921e-09 5.31657e-10 6.34387e-10 6.88052e-09 3.26803e-08 4.75989e-09 9.55092e-10 9.76298e-10 9.49059e-09 3.95078e-08 4.52533e-08 1.6714e-09 9.21212e-10 4.79137e-10 4.67024e-09 2.72877e-08 3.66481e-08 1.89124e-08 2.09024e-09 6.57225e-10 6.27381e-10 4.21655e-09 2.26644e-08 2.852e-08 1.75859e-08 1.57391e-08
"28" 3.93932e-10 -1.74976e-11 1.70855e-10 1.71647e-10 -1.79707e-10 1.64498e-10 6.3195e-10 -5.02672e-11 2.1699e-10 1.10171e-09 1.89861e-09 -2.46255e-09 1.87958e-09 4.14598e-09 2.31265e-08 1.64325e-09 -9.23193e-10 6.77661e-10 3.26455e-09 1.47491e-08 1.08549e-08 1.89343e-09 -2.68929e-09 2.5157e-09 5.2098e-09 2.71449e-08 1.89124e-08 2.8989e-08 1.8456e-09 -2.53446e-09 2.15766e-09 3.82346e-09 2.24678e-08 1.37331e-08 2.57676e-08 2.23653e-08
"29" 1.05511e-09 6.24194e-10 3.08512e-10 6.87047e-10 4.25522e-10 4.13796e-10 1.35789e-09 9.04614e-10 7.32765e-10 1.27417e-09 3.41111e-09 2.71705e-09 1.82355e-09 2.15573e-09 3.40773e-09 2.89742e-09 2.18695e-09 1.5035e-09 2.0583e-09 2.65015e-09 2.33908e-09 2.50727e-09 2.21387e-09 1.39657e-09 1.73136e-09 2.71821e-09 2.09024e-09 1.8456e-09 3.11905e-09 2.79751e-09 1.75076e-09 2.12512e-09 3.25807e-09 2.46491e-09 2.20361e-09 2.63272e-09
"30" 7.47253e-10 1.18829e-09 5.63766e-10 5.58037e-10 1.22717e-09 5.46433e-10 9.41087e-10 2.06764e-09 7.24967e-10 8.66174e-10 2.65628e-09 8.79237e-09 1.89868e-09 1.14546e-09 -1.30875e-09 2.14039e-09 6.41194e-09 1.88976e-09 1.61077e-09 1.25093e-09 2.83239e-09 2.18474e-09 8.55715e-09 1.46661e-09 7.65603e-10 -1.97956e-09 6.57225e-10 -2.53446e-09 2.79751e-09 1.01858e-08 1.94538e-09 1.18184e-09 -1.29043e-09 1.58856e-09 -2.17778e-09 -1.55348e-09
"31" 4.58099e-10 3.92153e-10 1.97923e-10 2.03687e-09 7.35376e-10 4.80296e-09 7.86463e-10 7.02577e-10 4.0309e-09 1.35481e-09 1.57295e-09 1.86366e-09 1.7638e-08 1.6179e-09 3.28407e-09 1.07368e-09 1.41842e-09 1.2576e-08 1.52172e-09 7.58389e-10 1.30147e-10 1.295e-09 1.59113e-09 1.75153e-08 1.42896e-09 3.13663e-09 6.27381e-10 2.15766e-09 1.75076e-09 1.94538e-09 2.08589e-08 2.07237e-09 5.17669e-09 1.88959e-09 3.72064e-09 5.89373e-09
"32" 6.3017e-10 3.27593e-10 1.58688e-10 6.00202e-10 2.94253e-10 5.73994e-10 2.47917e-09 1.13821e-09 2.32752e-09 7.55596e-09 2.15301e-09 1.22563e-09 2.13753e-09 1.10648e-08 6.70044e-09 2.09305e-09 1.27633e-09 2.27169e-09 1.08695e-08 5.88759e-09 4.91075e-09 1.67193e-09 9.24292e-10 1.71131e-09 9.21999e-09 5.16602e-09 4.21655e-09 3.82346e-09 2.12512e-09 1.18184e-09 2.07237e-09 1.08462e-08 6.2735e-09 5.1357e-09 4.66949e-09 5.74044e-09
"33" 6.86418e-10 2.02013e-10 1.71244e-10 5.99315e-10 -2.55805e-11 6.93296e-10 1.09878e-09 3.48857e-10 6.1154e-10 2.24963e-09 8.01802e-09 3.18455e-10 1.04612e-08 1.21492e-08 7.2482e-08 3.82972e-09 4.85712e-10 2.90929e-09 8.01658e-09 4.26972e-08 2.87966e-08 2.74319e-09 -1.26491e-09 4.4977e-09 5.51619e-09 4.65647e-08 2.26644e-08 2.24678e-08 3.25807e-09 -1.29043e-09 5.17669e-09 6.2735e-09 5.25565e-08 2.49283e-08 2.46517e-08 2.68705e-08
"34" 4.49574e-10 3.29473e-10 1.87272e-10 2.60343e-10 1.6973e-10 1.21932e-10 8.66665e-10 7.14693e-10 4.28773e-10 1.77122e-09 3.66606e-09 2.04074e-09 2.89744e-09 7.91744e-09 3.13276e-08 5.61409e-09 3.10278e-09 4.2858e-09 1.1714e-08 3.9992e-08 4.94872e-08 1.89798e-09 1.25343e-09 1.43306e-09 4.34337e-09 2.13864e-08 2.852e-08 1.37331e-08 2.46491e-09 1.58856e-09 1.88959e-09 5.1357e-09 2.49283e-08 3.29668e-08 1.61373e-08 1.90291e-08
"35" 4.35194e-10 4.22029e-11 1.362e-10 3.19238e-10 -1.74622e-10 3.40875e-10 7.70162e-10 7.21963e-11 4.53623e-10 1.37429e-09 2.23646e-09 -1.72409e-09 3.17259e-09 4.58251e-09 2.27272e-08 2.03045e-09 -4.80725e-10 1.56449e-09 3.84825e-09 1.54015e-08 1.1952e-08 2.00776e-09 -1.96774e-09 3.73094e-09 5.11151e-09 2.48653e-08 1.75859e-08 2.57676e-08 2.20361e-09 -2.17778e-09 3.72064e-09 4.66949e-09 2.46517e-08 1.61373e-08 2.65747e-08 2.68107e-08
"36" 4.78505e-10 1.10246e-10 1.41578e-10 4.92872e-10 -7.3294e-11 7.35655e-10 9.29217e-10 2.84926e-10 8.86422e-10 1.80804e-09 2.63166e-09 -8.74966e-10 4.68414e-09 5.18168e-09 2.2653e-08 2.49355e-09 1.90108e-10 2.97533e-09 4.83243e-09 1.66015e-08 1.41723e-08 2.10689e-09 -1.30357e-09 4.75268e-09 4.67803e-09 2.22745e-08 1.57391e-08 2.23653e-08 2.63272e-09 -1.55348e-09 5.89373e-09 5.74044e-09 2.68705e-08 1.90291e-08 2.68107e-08 3.19192e-08
