"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36"
"11" 7.45929e-09 2.1279e-09 2.04273e-10 7.60246e-10 3.22472e-10 -8.32489e-10 1.16846e-09 3.0164e-10 3.41528e-10 4.21689e-10 1.68968e-08 3.1548e-09 6.2271e-09 3.35674e-09 1.67154e-08 5.80381e-09 7.21547e-10 2.46958e-09 2.14191e-09 8.79268e-09 4.02349e-09 6.58275e-09 1.36903e-09 2.30128e-09 1.50524e-09 8.69408e-09 4.65098e-09 4.61975e-09 5.88097e-09 1.14431e-09 1.94538e-09 1.33348e-09 8.13236e-09 4.32136e-09 4.34125e-09 4.18466e-09
"12" 1.13147e-09 2.90736e-09 2.54598e-09 5.18916e-10 3.96894e-10 -1.01827e-10 2.10396e-10 1.0155e-09 2.21199e-10 5.22487e-11 3.1548e-09 8.75244e-09 2.34855e-09 6.38062e-10 5.95558e-09 1.42778e-09 5.09823e-09 1.21901e-09 4.77373e-10 3.45138e-09 2.00396e-09 1.16801e-09 3.22774e-09 7.69897e-10 3.04377e-10 2.83898e-09 1.72303e-09 1.19783e-09 4.8513e-10 2.37706e-09 5.83367e-10 8.71884e-11 9.63764e-10 5.95487e-10 5.09604e-10 5.58527e-11
"13" 3.45917e-09 1.37993e-09 5.58556e-10 8.54267e-09 3.57255e-09 9.07761e-10 2.24669e-09 1.03161e-09 3.08973e-09 1.79894e-09 6.2271e-09 2.34855e-09 2.66099e-08 7.76804e-09 -8.77026e-10 3.53763e-09 1.5357e-09 1.53843e-08 4.59916e-09 3.39997e-09 3.74554e-09 2.91954e-09 1.06096e-09 1.11931e-08 3.20825e-09 2.01627e-09 2.31105e-09 1.70653e-09 2.78896e-09 9.44089e-10 1.02041e-08 2.90181e-09 3.02792e-09 2.53777e-09 2.0251e-09 2.24663e-09
"14" 8.69581e-10 1.64855e-10 -4.32855e-11 1.07667e-09 5.44392e-10 -8.40856e-10 3.38357e-09 1.60475e-09 5.7713e-10 3.43921e-09 3.35674e-09 6.38062e-10 7.76804e-09 1.48219e-08 3.79398e-09 2.4564e-09 7.34271e-10 4.14522e-09 9.18436e-09 7.57167e-09 7.18415e-09 1.47878e-09 3.26648e-10 2.57974e-09 5.69582e-09 3.55729e-09 3.64401e-09 2.04899e-09 1.65929e-09 5.52761e-10 2.09016e-09 5.3736e-09 5.51812e-09 4.3586e-09 2.67106e-09 3.22249e-09
"15" 3.51495e-09 1.41144e-09 4.75967e-10 -5.56864e-10 -1.95391e-10 -6.65134e-10 9.46584e-10 5.44932e-10 -8.05545e-11 5.45612e-10 1.67154e-08 5.95558e-09 -8.77026e-10 3.79398e-09 7.85826e-08 5.89842e-09 5.90743e-10 -1.03369e-09 2.50224e-09 2.83184e-08 8.30216e-09 4.63916e-09 1.69859e-09 7.41365e-11 1.74588e-09 2.01915e-08 9.19587e-09 6.07381e-09 3.282e-09 1.5655e-09 9.18675e-10 1.91571e-09 1.24607e-08 6.88319e-09 4.29584e-09 3.39986e-09
"16" 4.24846e-09 1.44219e-09 4.9176e-10 2.5135e-09 9.53027e-10 1.51599e-09 2.29447e-09 5.96813e-10 1.41798e-09 1.00701e-09 5.80381e-09 1.42778e-09 3.53763e-09 2.4564e-09 5.89842e-09 9.54349e-09 2.54332e-09 6.30609e-09 3.79707e-09 8.46423e-09 1.06127e-08 4.1583e-09 1.01252e-09 2.58577e-09 2.00023e-09 4.4271e-09 6.8127e-09 3.50426e-09 4.5843e-09 9.87758e-10 2.80834e-09 2.14444e-09 4.75925e-09 7.61059e-09 3.91485e-09 4.5032e-09
"17" 4.82063e-10 3.05172e-09 3.68489e-09 7.58698e-10 3.4511e-09 1.07552e-09 4.66167e-10 2.92217e-09 6.60083e-10 1.53313e-10 7.21547e-10 5.09823e-09 1.5357e-09 7.34271e-10 5.90743e-10 2.54332e-09 1.7787e-08 3.1995e-09 4.53296e-10 3.98747e-09 6.63181e-09 6.07547e-10 3.11924e-09 6.91243e-10 4.25142e-10 1.2735e-09 3.08053e-09 8.91814e-10 1.33917e-10 2.84605e-09 8.54129e-11 -9.06412e-11 7.20211e-10 2.85841e-10 4.82548e-10 6.96978e-11
"18" 2.46027e-09 1.32495e-09 7.82263e-10 8.72311e-09 4.63561e-09 1.11503e-08 2.69925e-09 1.32646e-09 8.40639e-09 4.03571e-09 2.46958e-09 1.21901e-09 1.53843e-08 4.14522e-09 -1.03369e-09 6.30609e-09 3.1995e-09 3.1178e-08 1.09859e-08 1.50454e-09 8.98586e-09 2.15698e-09 9.44936e-10 1.08223e-08 3.20454e-09 7.88782e-10 3.17508e-09 1.26677e-09 2.50544e-09 1.02891e-09 1.25302e-08 3.92585e-09 1.36414e-09 4.42188e-09 1.76113e-09 2.38087e-09
"19" 3.38164e-10 2.74055e-10 4.36183e-11 2.29961e-10 4.30151e-10 3.64717e-10 3.15768e-09 1.44105e-09 4.10206e-09 9.32935e-09 2.14191e-09 4.77373e-10 4.59916e-09 9.18436e-09 2.50224e-09 3.79707e-09 4.53296e-10 1.09859e-08 3.06123e-08 6.31736e-09 1.96933e-08 9.13132e-10 3.59227e-10 1.93655e-09 6.57871e-09 2.41913e-09 4.60261e-09 1.49642e-09 8.83521e-10 4.98663e-10 2.15599e-09 8.38502e-09 3.60065e-09 7.85728e-09 2.04964e-09 2.90078e-09
"20" 1.79915e-09 7.99543e-10 3.55677e-10 -5.13221e-11 1.26833e-10 -7.49564e-10 1.62264e-09 8.25566e-10 1.15865e-10 1.34327e-09 8.79268e-09 3.45138e-09 3.39997e-09 7.57167e-09 2.83184e-08 8.46423e-09 3.98747e-09 1.50454e-09 6.31736e-09 3.26436e-08 2.897e-08 3.22171e-09 1.31557e-09 7.16324e-10 2.82413e-09 1.23788e-08 1.28641e-08 5.07195e-09 2.74047e-09 1.31818e-09 4.66879e-10 2.54077e-09 1.14818e-08 1.14311e-08 4.64238e-09 4.33252e-09
"21" 2.60215e-10 5.79101e-10 5.46721e-10 -2.44141e-10 5.35198e-10 -3.19789e-10 1.93293e-09 1.21375e-09 1.48277e-09 3.56528e-09 4.02349e-09 2.00396e-09 3.74554e-09 7.18415e-09 8.30216e-09 1.06127e-08 6.63181e-09 8.98586e-09 1.96933e-08 2.897e-08 8.15184e-08 1.62475e-09 1.15398e-09 4.30948e-10 3.3987e-09 7.56262e-09 1.6255e-08 3.54596e-09 1.18423e-09 1.1995e-09 -2.63452e-10 3.34509e-09 8.68296e-09 1.78078e-08 3.38942e-09 3.08624e-09
"22" 9.12436e-09 1.59372e-09 4.84399e-10 4.20916e-09 6.41926e-10 1.76795e-09 1.79749e-09 2.99968e-10 8.65666e-10 4.60505e-10 6.58275e-09 1.16801e-09 2.91954e-09 1.47878e-09 4.63916e-09 4.1583e-09 6.07547e-10 2.15698e-09 9.13132e-10 3.22171e-09 1.62475e-09 1.30509e-08 2.21022e-09 8.19376e-09 3.97894e-09 7.69884e-09 6.84656e-09 1.22943e-08 1.13334e-08 1.26119e-09 6.92073e-09 2.98819e-09 5.21708e-09 4.35987e-09 1.21519e-08 1.161e-08
"23" 1.36896e-09 2.98352e-09 2.70918e-09 1.12254e-09 1.76492e-09 7.50257e-10 2.89568e-10 1.1364e-09 2.97863e-10 6.88962e-11 1.36903e-09 3.22774e-09 1.06096e-09 3.26648e-10 1.69859e-09 1.01252e-09 3.11924e-09 9.44936e-10 3.59227e-10 1.31557e-09 1.15398e-09 2.21022e-09 7.2649e-09 2.38744e-09 4.79947e-10 2.56322e-09 2.31575e-09 2.40408e-09 8.19719e-10 3.60557e-09 1.20225e-09 1.09316e-10 9.78996e-10 7.67143e-10 5.48161e-10 -3.63103e-10
"24" 5.98312e-09 1.50662e-09 6.50824e-10 1.45528e-08 3.63397e-09 9.27998e-09 2.89704e-09 6.22588e-10 4.55964e-09 1.87331e-09 2.30128e-09 7.69897e-10 1.11931e-08 2.57974e-09 7.41365e-11 2.58577e-09 6.91243e-10 1.08223e-08 1.93655e-09 7.16324e-10 4.30948e-10 8.19376e-09 2.38744e-09 3.38355e-08 1.00545e-08 9.68431e-10 4.33145e-09 5.46166e-09 7.08488e-09 1.46857e-09 2.84164e-08 7.87057e-09 1.12061e-09 2.89828e-09 6.31277e-09 6.56315e-09
"25" 1.67151e-09 2.8782e-10 5.95164e-11 2.32311e-09 1.82938e-10 8.76167e-10 3.56177e-09 6.60061e-10 1.97877e-09 3.80546e-09 1.50524e-09 3.04377e-10 3.20825e-09 5.69582e-09 1.74588e-09 2.00023e-09 4.25142e-10 3.20454e-09 6.57871e-09 2.82413e-09 3.3987e-09 3.97894e-09 4.79947e-10 1.00545e-08 1.63143e-08 3.262e-09 6.60425e-09 6.40414e-09 3.41459e-09 4.05727e-10 7.9801e-09 1.31446e-08 3.03054e-09 4.90834e-09 7.81818e-09 8.31121e-09
