"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36"
"11" 2.39506e-10 -5.36702e-12 -3.97251e-11 4.70842e-11 1.55099e-11 9.72022e-12 -2.31479e-10 -1.16974e-10 -1.69365e-11 3.5105e-11 1.23464e-09 5.71679e-10 1.11586e-10 -3.06934e-10 1.00816e-09 6.7128e-10 2.65603e-10 5.45218e-11 -1.18257e-10 3.89617e-10 1.40765e-10 4.20382e-10 1.50752e-10 6.40617e-11 -1.17248e-10 7.63832e-10 3.81538e-10 3.52934e-10 4.58505e-10 1.58154e-10 6.19614e-11 -1.01449e-10 6.89846e-10 3.45336e-10 3.47256e-10 3.42539e-10
"12" 7.89933e-11 1.9258e-10 -2.5664e-10 9.40995e-11 8.78873e-11 5.34832e-11 -1.47581e-10 -4.44126e-10 -5.97869e-11 -2.20707e-12 5.71679e-10 2.52065e-09 8.02609e-10 9.93431e-11 -6.10564e-10 2.21906e-10 1.1617e-09 4.1986e-10 1.49061e-10 -5.18109e-10 -3.2695e-10 1.76915e-10 1.10325e-09 3.89748e-10 2.73454e-11 -1.33744e-10 -1.27869e-10 -5.1422e-11 1.61032e-10 1.2695e-09 4.42869e-10 8.92214e-11 -4.58322e-10 -2.84127e-10 -1.79922e-10 -3.37579e-10
"13" 1.16939e-11 7.99668e-11 -9.42547e-11 3.15499e-10 -1.46482e-10 2.80976e-10 1.58049e-11 -1.13812e-10 -1.2194e-10 -7.96973e-11 1.11586e-10 8.02609e-10 2.4545e-09 5.57727e-10 4.74745e-10 1.75877e-11 4.45717e-10 1.58995e-09 4.66561e-10 6.4164e-11 -5.22335e-11 2.57185e-11 3.95568e-10 1.26835e-09 2.44479e-10 6.75464e-11 -6.24799e-11 -6.12808e-11 2.33012e-11 4.69887e-10 1.55345e-09 3.08049e-10 5.96085e-11 -8.69739e-11 -8.25742e-11 -1.09758e-10
"14" -4.93426e-11 3.44205e-11 -4.15825e-12 7.58136e-11 -1.00746e-11 9.02245e-11 4.11018e-10 -4.4431e-10 1.81957e-10 -7.26196e-10 -3.06934e-10 9.93431e-11 5.57727e-10 4.65456e-09 -9.64068e-10 -9.58379e-11 7.3815e-11 3.99483e-10 2.09111e-09 1.76409e-10 2.88898e-10 -5.9403e-11 1.72198e-11 1.5656e-10 1.39779e-09 -4.89313e-11 1.49995e-10 5.8683e-11 -6.60723e-11 4.24511e-11 1.93152e-10 1.59324e-09 -7.19166e-11 1.58413e-10 6.16808e-11 6.67846e-11
"15" 1.0716e-10 -4.64258e-11 1.81315e-11 3.48471e-11 -2.83991e-11 1.74992e-11 -3.69513e-11 8.59689e-11 -2.06997e-11 9.42947e-11 1.00816e-09 -6.10564e-10 4.74745e-10 -9.64068e-10 8.52643e-09 5.77229e-10 -2.67119e-10 2.68308e-10 -2.82667e-10 5.15688e-09 3.12305e-09 3.1603e-10 -1.40548e-10 1.72079e-10 -1.53433e-10 3.174e-09 1.78883e-09 9.77882e-10 3.57373e-10 -1.26668e-10 1.79715e-10 -1.45591e-10 3.6901e-09 2.02963e-09 1.06352e-09 1.12229e-09
"16" 6.49909e-11 -5.83493e-11 -3.90241e-11 -3.89923e-11 -1.81756e-11 1.33603e-12 7.68086e-11 4.34445e-11 1.46151e-11 -3.11738e-11 6.7128e-10 2.21906e-10 1.75877e-11 -9.58379e-11 5.77229e-10 1.34105e-09 5.38196e-10 7.58896e-11 -2.84224e-10 6.48788e-10 1.59126e-10 2.64438e-10 4.84664e-11 -1.30587e-11 -3.62425e-12 4.46183e-10 7.3576e-10 2.394e-10 4.21292e-10 1.02666e-10 -2.54857e-12 -3.69767e-11 4.73268e-10 6.50552e-10 3.0699e-10 3.60074e-10
"17" 2.61338e-11 3.7521e-11 -2.90635e-10 8.39121e-12 -8.29142e-11 -4.53613e-11 1.44849e-11 1.01079e-10 5.51732e-11 3.60942e-11 2.65603e-10 1.1617e-09 4.45717e-10 7.3815e-11 -2.67119e-10 5.38196e-10 1.92562e-09 7.9359e-10 1.4201e-10 -4.54068e-10 -7.49351e-10 1.02559e-10 6.28883e-10 2.58108e-10 4.32584e-11 -6.50825e-11 -9.53406e-11 -3.07516e-11 1.60774e-10 1.03074e-09 4.32881e-10 5.96241e-11 -2.60274e-10 -4.45435e-10 -1.21802e-10 -3.15819e-10
"18" 3.09383e-12 2.28865e-11 -1.18869e-10 8.3053e-11 -2.6225e-10 -1.82812e-11 -1.87948e-11 4.90864e-12 1.78975e-10 1.24868e-10 5.45218e-11 4.1986e-10 1.58995e-09 3.99483e-10 2.68308e-10 7.58896e-11 7.9359e-10 2.75586e-09 7.80907e-10 2.33385e-10 -5.55292e-11 1.71225e-11 2.65526e-10 9.3362e-10 1.7124e-10 3.93118e-11 -5.83583e-11 -5.49634e-11 3.0863e-11 4.37484e-10 1.53975e-09 2.92443e-10 7.30552e-11 -8.07237e-11 -7.78081e-11 -1.05218e-10
"19" -1.17718e-11 2.5495e-11 -3.39897e-11 3.54175e-11 -5.59862e-11 1.9388e-12 -2.09288e-10 -5.01408e-10 -1.42456e-11 5.64901e-10 -1.18257e-10 1.49061e-10 4.66561e-10 2.09111e-09 -2.82667e-10 -2.84224e-10 1.4201e-10 7.80907e-10 3.898e-09 -1.02199e-10 9.50956e-10 -4.53129e-11 5.47506e-11 2.15514e-10 8.54235e-10 2.44991e-11 1.64857e-10 7.38808e-11 -6.90329e-11 1.0168e-10 3.41507e-10 1.46938e-09 -7.89088e-12 2.25779e-10 9.2126e-11 9.92257e-11
"20" 2.86786e-11 -3.89782e-11 2.33002e-11 -1.18839e-11 4.74187e-13 -2.53001e-12 3.0991e-11 4.98587e-12 3.12777e-11 -3.10525e-11 3.89617e-10 -5.18109e-10 6.4164e-11 1.76409e-10 5.15688e-09 6.48788e-10 -4.54068e-10 2.33385e-10 -1.02199e-10 6.35433e-09 6.15165e-09 1.54473e-10 -1.25154e-10 -1.11583e-12 7.73274e-11 1.99557e-09 2.45022e-09 6.45496e-10 2.34998e-10 -1.39493e-10 1.65024e-11 6.9328e-11 2.83416e-09 3.1622e-09 8.81211e-10 1.14343e-09
